Date,AAPL,MSFT,NVDA,SPY,TSLA
2024-06-12,211.2401580810547,434.2356262207031,124.99397277832031,528.4978637695312,177.2899932861328
2024-06-13,212.40011596679688,434.7475891113281,129.39671325683594,529.56201171875,182.47000122070312
2024-06-14,210.66513061523438,435.72235107421875,131.66299438476562,529.8842163085938,178.00999450683594
2024-06-17,214.80921936035156,441.4325256347656,130.76446533203125,534.1016235351562,187.44000244140625
2024-06-18,212.4496612548828,439.4339599609375,135.3568878173828,535.4586181640625,184.86000061035156
2024-06-20,207.87924194335938,438.8038635253906,130.56480407714844,534.0038452148438,181.57000732421875
2024-06-21,205.70806884765625,442.8207092285156,126.36172485351562,533.2880859375,183.00999450683594
2024-06-24,206.35247802734375,440.743408203125,117.91564178466797,531.5545654296875,182.5800018310547
2024-06-25,207.2744903564453,443.97265625,125.88251495361328,533.6014404296875,187.35000610351562
2024-06-26,211.41860961914062,445.1639404296875,126.19200897216797,534.2675170898438,196.3699951171875
2024-06-27,212.26132202148438,445.84326171875,123.78598022460938,535.1096801757812,197.4199981689453
2024-06-28,208.81117248535156,440.0345458984375,123.33672332763672,533.0040283203125,197.8800048828125
2024-07-01,214.88851928710938,449.6632080078125,124.09547424316406,534.1009521484375,209.86000061035156
2024-07-02,218.37831115722656,452.17376708984375,122.46815490722656,537.6953125,231.25999450683594
2024-07-03,219.64732360839844,453.64068603515625,128.06890869140625,540.0948486328125,246.38999938964844
2024-07-05,224.3961639404297,460.32562255859375,125.62294006347656,543.2092895507812,251.52000427246094
2024-07-08,225.8634796142578,459.02606201171875,127.989013671875,543.8360595703125,252.94000244140625
2024-07-09,226.71609497070312,452.42974853515625,131.163818359375,544.3649291992188,262.3299865722656
2024-07-10,230.97915649414062,459.035888671875,134.68801879882812,549.7515869140625,263.260009765625
2024-07-11,225.6156463623047,447.6646423339844,127.19036865234375,545.0112915039062,241.02999877929688
2024-07-12,228.56011962890625,446.5323791503906,129.02735900878906,548.4490356445312,248.22999572753906
2024-07-15,232.38694763183594,446.93603515625,128.22866821289062,549.9573364257812,252.63999938964844
2024-07-16,232.80335998535156,442.5647277832031,126.15206909179688,553.2186889648438,256.55999755859375
2024-07-17,226.9143829345703,436.6575927734375,117.79583740234375,545.4619140625,248.5
2024-07-18,222.25469970703125,433.5563049316406,120.89073944091797,541.2700805664062,249.22999572753906
2024-07-19,222.38360595703125,430.3468017578125,117.73594665527344,537.6757202148438,239.1999969482422
2024-07-22,222.03662109375,436.0865783691406,123.33672332763672,543.2190551757812,251.50999450683594
2024-07-23,223.07760620117188,437.96697998046875,122.3882827758789,542.366943359375,246.3800048828125
